user,user_url,comment_date,comment,course_time,star,like
Zack1606,www.icourse163.org/home.htm?userId=1023227011,2019/5/7,讲的节奏有些慢。,8,4,1
活捉菜鸟一只,www.icourse163.org/home.htm?userId=1387573605,2019/5/6,有的老师说不清哪里好，但就是喜欢他的气质，再喜欢他的课程~,8,5,1
子月心,www.icourse163.org/home.htm?userId=4738357,2019/5/3,课程讲解进度一环扣一环，代码实践很有意思，知识与实践相结合。,8,5,1
牧田三贝,www.icourse163.org/home.htm?userId=7570492,2019/4/29,"1.视频剪辑做的很棒，可以说是赏心悦目。
2.视频内容比较精炼，题材新颖有趣。
3.循序渐进，由浅入深。",8,5,1
白晓棠,www.icourse163.org/home.htm?userId=2386531,2019/4/27,挺好的，认真学习！,7,5,1
泪海ykt1524582184321,www.icourse163.org/home.htm?userId=1139613231,2019/4/26,不行没有PDF,8,1,1
buaa32陆嘉顺2018063,www.icourse163.org/home.htm?userId=1386464195,2019/4/25,激发了学习的兴趣,8,5,1
每一段路都是一种领悟mooc59,www.icourse163.org/home.htm?userId=1150667187,2019/4/24,老师很赞  太棒了,8,5,1
安然亦坦然,www.icourse163.org/home.htm?userId=1034230253,2019/4/24,课程模块清晰，实例讲解详细，适合初学者,8,5,1
mooc82188285980643377,www.icourse163.org/home.htm?userId=1388928802,2019/4/23,Python123有很多bug,8,1,1
没有梦想何必去远方,www.icourse163.org/home.htm?userId=1149699420,2019/4/23,嵩天老师讲课真的太棒了，长得温文儒雅。很有师者风范。我一定要跟着老师把python学好。不过有一点我建议老师可以改进一下，就是课后习题可不可以设置一个讲解环节啊。每个章节的课后习题设置一个讲解环节，这些视频设置一个视频锁，只有那些做完了练习的人才能看讲解视屏。这样我觉得更好。更能帮助大家学好python。,8,5,1
葱饼ykt1493339301756,www.icourse163.org/home.htm?userId=1026426437,2019/4/22,老师讲课生动有趣,8,5,1
帝幽悠mooc,www.icourse163.org/home.htm?userId=1147347359,2019/4/21,"非常好
是的",8,5,1
JoJo_,www.icourse163.org/home.htm?userId=1020742612,2019/4/21,课程由短视频组成，不易产生疲劳感。每章都有复习与概述，学起来很轻松。例子，扩展知识精挑细选，不仅仅只是教学python，也在潜移默化的培养好的思想与习惯，鼓励我们坚持下去，比如天天向上的例子，感受到了老师的良苦用心！这是我迄今为止最满意的一门网课，感谢老师！,8,5,1
mooc81140464448162107,www.icourse163.org/home.htm?userId=1388310815,2019/4/18,重点突出、层次分明、通俗易懂，受益匪浅！,8,5,1
python小黑,www.icourse163.org/home.htm?userId=1386525494,2019/4/15,课程简单基础，很适合初学者,8,5,1
挽一缕清风,www.icourse163.org/home.htm?userId=1385435768,2019/4/14,我觉得这门课的唯一缺点就是讲得太过详细了,8,5,1
Sekiro1234,www.icourse163.org/home.htm?userId=1142792009,2019/4/13,老师非常好，所选用的实例和模块很有启发性，很适合编程小白入门和培养兴趣,8,5,1
mooc88597590518557141,www.icourse163.org/home.htm?userId=1386977534,2019/4/12,教学由浅至深，通俗易懂，非常适合初学小白！！ 感谢嵩天老师！！,8,5,1
leoronatis163com,www.icourse163.org/home.htm?userId=1388006246,2019/4/11,现在主要在听嵩天老师的python语言程序设计，做的网络课程很用心，讲的也很细致入微，每个知识点讲的都挺透彻的，而且最让我欣慰的是不像一般的课程，听起来比较有趣味性。谢谢中国大学mooc提供这么一个平台，让我这种已经离开大学的大学生还能及时的冲一冲电。,8,5,1
zhangzheng1118,www.icourse163.org/home.htm?userId=1386472657,2019/4/11,老师讲的很透彻，逻辑清晰，表达准确。作为一个python小白，五周内已经有不少收获。还购买了老师主编的教材作为参考，很好的辅助书。希望自己尽早入门python，谢谢慕课，谢谢嵩天老师及团队！,8,5,1
宸mooc199,www.icourse163.org/home.htm?userId=1387103947,2019/4/9,挺不错的，持续学习中,8,5,1
╄◇箹锭↙ykt1490198427106,www.icourse163.org/home.htm?userId=1025442848,2019/4/8,很棒，崇天老师讲的浅显易懂，教学方法也很好，书编的也非常基础,8,5,1
穷鬼买不起东西,www.icourse163.org/home.htm?userId=1387230859,2019/4/8,讲解的非常到位，配合自己看的书，很好的掌握了，真的很棒,8,5,1
harrylong123456,www.icourse163.org/home.htm?userId=1309948,2019/4/7,之前N次想学学python，又N次的放弃，究其原因主要是学习没有正向反馈，导致觉得太难，进而无法坚持下去。而北理工老师们这门python课程，我已经坚持学习了3周，由浅入深体系化，每一章还都会配备精选的习题。看来这一次，终于能实现自己的小目标了。,8,5,1
losour,www.icourse163.org/home.htm?userId=1386398814,2019/4/6,可以选择地看,8,4,1
mooc1536221364061,www.icourse163.org/home.htm?userId=1144957218,2019/4/5,老师讲的挺好，我听的也很认真，感谢慕课平台，感谢各位老师免费的、无私的精品课程的分享。,7,4,1
zhubaobaoyan1,www.icourse163.org/home.htm?userId=1017293908,2019/4/1,寓教于乐，每次都有感兴趣的实践，非常吸引人,8,5,1
读书_行路,www.icourse163.org/home.htm?userId=1022746009,2019/3/31,"不枯燥，有实例，有思考，激励自己不断尝试，思考。
唯一不足，学习内容与练习检测 之间的跨度大，还需要借助课本，不利于初学者入门。",8,5,1
kada1508542272815,www.icourse163.org/home.htm?userId=1031982560,2019/3/31,老师的课程讲的非常棒，喜欢！,8,5,1
mooc56136380720983076,www.icourse163.org/home.htm?userId=1387563642,2019/3/30,能不能给六星，如果有的话，我能不能给七星，如果有的话，我能不给（此处省略一万字）,8,5,1
那得清如许,www.icourse163.org/home.htm?userId=1148158628,2019/3/30,强烈推荐想学习python的人看这个课程。嵩天老师解释各种含义是都是比较符合大众认知的，完全可以很轻松的get到要点。还有python123这个平台，两者配合使用， 1＋1>2的效果！,8,5,1
岁岳,www.icourse163.org/home.htm?userId=1141852053,2019/3/30,课程很基础适合小白学习,8,5,1
淡紫色的风ykt1523585208875,www.icourse163.org/home.htm?userId=1139020596,2019/3/29,老师讲得非常好，深入浅出,8,5,1
王林红,www.icourse163.org/home.htm?userId=1386622809,2019/3/28,受益匪浅！,8,4,1
金小墨,www.icourse163.org/home.htm?userId=1142445675,2019/3/28,非常不错，获益良多,8,5,1
永恒的微笑mooc4,www.icourse163.org/home.htm?userId=1030277158,2019/3/28,授课内容丰富，但对于初学者而言还是有一定难度的，有些地方不是特别详细，做课后练习的时候体现的特别明显,8,4,1
mooc56151102371551929,www.icourse163.org/home.htm?userId=1387581330,2019/3/28,老师讲课特别简洁，干货多多,8,5,1
若即若离若相依,www.icourse163.org/home.htm?userId=1021302678,2019/3/28,本课的体系结构很好 老师讲的也很清楚 感觉自己回到了校园时代听课的感觉,8,5,1
mooc42256288433322440,www.icourse163.org/home.htm?userId=1148046046,2019/3/28,"受益匪浅，会继续学习的
",7,5,1
白白的白,www.icourse163.org/home.htm?userId=8244776,2019/3/28,很好，知识点密集，结构合理。受益匪浅,8,5,1
郝宪坤,www.icourse163.org/home.htm?userId=1385175965,2019/3/28,讲解的详细 易懂,8,5,1
HappyMore,www.icourse163.org/home.htm?userId=7900007,2019/3/28,老师超级棒，非常适合初学者,8,5,1
咕噜咕噜change,www.icourse163.org/home.htm?userId=1138402672,2019/3/28,真的很不错,8,5,1
wxie625163com,www.icourse163.org/home.htm?userId=1026665434,2019/3/28,"很适合入门
",8,4,1
六千万,www.icourse163.org/home.htm?userId=1386753205,2019/3/28,感谢所有的工作人员,8,5,1
吴士琦,www.icourse163.org/home.htm?userId=1023141542,2019/3/28,老师讲的很详细，感觉到了编程的乐趣,8,5,1
大头愚,www.icourse163.org/home.htm?userId=1384044571,2019/3/28,课程通俗易懂，由浅入深,8,5,1
mooc54851342058622106,www.icourse163.org/home.htm?userId=1386627834,2019/3/28,"很棒，实用
",8,5,1
周金亮mooc,www.icourse163.org/home.htm?userId=1387519436,2019/3/28,"不错，讲的很有条理，系统地、由浅入深的讲解，很适合初学者。
哪里能找到习题和提交作业？我已在 python123.io 注册，找了n次，也没找到与本课程关联的习题作业。",8,5,1
mooc1495463371609,www.icourse163.org/home.htm?userId=1027017730,2019/3/28,nice还不错的,8,5,1
KevinLoveAI,www.icourse163.org/home.htm?userId=1146859453,2019/3/28,推荐推荐推荐,8,5,1
EDRSu,www.icourse163.org/home.htm?userId=1021685573,2019/3/28,基础知识讲的很透彻,8,5,1
ykt40488663098906272,www.icourse163.org/home.htm?userId=1146621801,2019/3/28,老师讲解精炼、实用，非常棒，谢谢老师！,7,5,1
mooc79306576585632065,www.icourse163.org/home.htm?userId=1387162442,2019/3/28,嵩老师讲的特别详细，对这门课产生了浓厚的兴趣,8,5,1
mooc13594026198392937,www.icourse163.org/home.htm?userId=1149766349,2019/3/27,非常不错，大局观强,8,5,1
11mooc609,www.icourse163.org/home.htm?userId=1387610710,2019/3/27,在wh一直亮着,8,3,1
Fancy1717,www.icourse163.org/home.htm?userId=1383333063,2019/3/27,超喜欢嵩老师，课程设计很用心，内容讲的也很清楚，有讲有练学起来很快，也不容易忘，而且老师不仅讲基础，还讲了我们自己如何去拓展学习，以及说到了编程语言只是工具，要服务于目的，非常认可，总之点赞！,7,5,1
泡泡鱼ykt1502845060882,www.icourse163.org/home.htm?userId=1029006678,2019/3/27,希望能够坚持学习下去,8,5,1
深情而备胎,www.icourse163.org/home.htm?userId=1387418694,2019/3/27,由浅入深，循序渐进，很有成就感，对有c基础的比较友好，不知道没学过编程的小伙伴感觉怎样,8,5,1
Andywang089,www.icourse163.org/home.htm?userId=1550126,2019/3/27,有料，能学到东西，需要自己多思考多练习。,8,5,1
mooc1531401047365,www.icourse163.org/home.htm?userId=1142851556,2019/3/27,老师讲的很好,8,5,1
王子宽,www.icourse163.org/home.htm?userId=1019913584,2019/3/27,很好很强大,8,5,1
whu2017301890006,www.icourse163.org/home.htm?userId=1031479003,2019/3/27,很不错，不过老师说话有时候会平舌翘舌口胡呢hhh,8,5,1
杨牧芙,www.icourse163.org/home.htm?userId=1135039633,2019/3/27,内容完整，有条理。,8,5,1
DeirdreTse,www.icourse163.org/home.htm?userId=1387387463,2019/3/27,我是纯文科生，以前以为编程很难学，但这个课程给了我很好的体验。自从上了这个课程，我越来越自信能将Python语言学成，感谢组织课程的老师和工作人员们！祝课程越办越好！,8,5,1
SEU-研54班-九-184505-周琦,www.icourse163.org/home.htm?userId=1028026798,2019/3/27,如果可以有微信打卡的形式，估计会有更多人来学习哦,7,5,1
张鸿波,www.icourse163.org/home.htm?userId=11978142,2019/3/27,还得自己多实践多思考多发现,8,4,1
寒竹子,www.icourse163.org/home.htm?userId=7133542,2019/3/27,深入浅出，精彩纷呈，有趣好玩，强烈推荐,6,5,1
mooc53822723650270603,www.icourse163.org/home.htm?userId=1385750076,2019/3/27,老师讲得浅显易懂，表达流畅，ppt做得很用心，结构严谨，内容丰富，非常不错！,8,5,1
维粑粑,www.icourse163.org/home.htm?userId=1017255092,2019/3/27,很棒~~我学习了一半，获益匪浅！只是工作有点情况，断了学习！这次开课，又继续从头学起了！,6,5,1
qdmccx,www.icourse163.org/home.htm?userId=6149505,2019/3/27,从两个例子出发的授课方式很好，使初学者有了学习的兴趣。,8,5,1
时间箭头WS,www.icourse163.org/home.htm?userId=1028816697,2019/3/27,很好，适合初学者。,8,5,1
Captain-Yang,www.icourse163.org/home.htm?userId=1151176881,2019/3/27,还挺系统的，给老师个好评，加油,8,5,1
秦昌明,www.icourse163.org/home.htm?userId=1139197176,2019/3/27,";';l;l[
o=\",8,5,1
mooc79216836090923275,www.icourse163.org/home.htm?userId=1387081555,2019/3/27,讲得很好，推荐,8,5,1
ThistleGrass,www.icourse163.org/home.htm?userId=1386761502,2019/3/27,辛苦各位老师啦！感谢慕课！,8,5,1
mooc79610995214794155,www.icourse163.org/home.htm?userId=1387358181,2019/3/24,授课讲解内容通俗易懂。不愧为名校教师。,8,5,1
201841010083王重阳山东体育学院,www.icourse163.org/home.htm?userId=1023800722,2019/3/23,习题有的没有讲到,8,4,1
小海mooc113,www.icourse163.org/home.htm?userId=1146728184,2019/3/23,"感觉真的很好
",8,5,1
1705100211董金烨,www.icourse163.org/home.htm?userId=1033292185,2019/3/21,课程内容循序渐进，学得挺开心的，但是视频分割太多，太短。软件换P效果不好，每次视频都有开头，很影响观看，希望能够做出改进。,8,5,1
大脑斧丶,www.icourse163.org/home.htm?userId=1386998908,2019/3/21,"看了一下整个mooc  就这个还真的不错。。。
虽然也有卖书嫌疑（考试内容课堂上不教的 要么自学 要么买书）
但是确实带你入了门  真的想学 就当支持一下；

兴趣提起来了就很棒了 有点启蒙 导师的感觉。",8,5,1
杨俊强SS,www.icourse163.org/home.htm?userId=1387043006,2019/3/19,怎么有些视频看不了,8,3,1
qiyvan,www.icourse163.org/home.htm?userId=1023264909,2019/3/19,通俗易懂，由浅入深，条理清晰,8,5,1
大陆哈,www.icourse163.org/home.htm?userId=1142317421,2019/3/19,可以非常棒,8,5,1
tonglu054163com,www.icourse163.org/home.htm?userId=1139344980,2019/3/15,作业还是有难度的，但是老师讲的非常详细，要是例子更多一些就更棒啦！很喜欢老师们！,8,5,1
夜空风雪,www.icourse163.org/home.htm?userId=1142739972,2019/3/14,非常好很好,8,5,1
mooc22714370349626145,www.icourse163.org/home.htm?userId=1386009052,2019/3/12,很不错，对编程小白很友好,8,5,1
浮流一世轻狂,www.icourse163.org/home.htm?userId=1020818821,2019/3/11,坚持就是胜利！,8,5,1
mooc1536728918590,www.icourse163.org/home.htm?userId=1145505964,2019/3/11,进python123写作业有点麻烦,8,5,1
Alternativemooc10,www.icourse163.org/home.htm?userId=1385775118,2019/3/11,"老师讲的很棒，一点小建议就是，演示编程的时候建议配上声音，就怕空气突然安静
",8,5,1
mooc1536027758311,www.icourse163.org/home.htm?userId=1144763070,2019/3/8,学习了python的基本知识，对自己的认知有很大提升，继续努力,7,5,1
曹黎明ykt1460992013122,www.icourse163.org/home.htm?userId=1016503510,2019/3/8,视频怎么看不到，哪里可以下载？,8,5,1
围城mooc22,www.icourse163.org/home.htm?userId=1018781339,2019/3/6,"通俗易懂，很棒

",7,5,1
樱井尤理子,www.icourse163.org/home.htm?userId=9135318,2019/3/6,老师讲得简单易懂~灰常棒,7,5,1
麟mooc43,www.icourse163.org/home.htm?userId=1034958713,2019/3/6,"非常适合初学者用于入门
",7,5,1
QueenAndKing,www.icourse163.org/home.htm?userId=5192453,2019/3/6,老师从实际应用结合python特性讲解，特别感谢老师，希望老师能出后续python的进阶课程,7,5,1
陈彬彬2018,www.icourse163.org/home.htm?userId=1143913131,2019/3/5,课程很棒，Python的入门必选,7,5,1
sxzeqin,www.icourse163.org/home.htm?userId=2489938,2019/3/5,"这个案例\项目,看似简单,其实是教学内容的深化,感谢感恩",7,5,1
moocTangSir,www.icourse163.org/home.htm?userId=1149019129,2019/3/4,零基础学习，循序渐进,7,5,1
轻狂岁月v,www.icourse163.org/home.htm?userId=8390552,2019/3/2,课程有点过于基础化，并且很多地方的细节处理的不到位。,6,3,1
页成,www.icourse163.org/home.htm?userId=1034309689,2019/3/2,"优秀优秀优秀优秀
",6,5,1
饶阳mooc,www.icourse163.org/home.htm?userId=1147571004,2019/3/1,老师，python面向对象的课还做吗，催一催哈,7,5,1
Jim_Eugene_Raynor,www.icourse163.org/home.htm?userId=1148687153,2019/2/27,非常全面，讲解清晰，再配合上书和博客上的资料，入门简直完美。,7,5,1
2779044958MOOC,www.icourse163.org/home.htm?userId=6233380,2019/2/27,决定把老师的一系列课程看完,6,4,1
Withoutyou0310,www.icourse163.org/home.htm?userId=1035051028,2019/2/25,课程内容循序渐进，这对一个初学者来说很好，很棒！,7,5,1
bupt18_1406_2098,www.icourse163.org/home.htm?userId=1151079436,2019/2/24,GOOD!,7,5,1
无我无剑,www.icourse163.org/home.htm?userId=11383467,2019/2/23,课程内容安排合理，不是传统的python知识点的罗列；实例选择恰当，代码简洁、正确。,6,5,1
fhlmnswx,www.icourse163.org/home.htm?userId=1383394017,2019/2/23,人生苦短，我学Python,7,5,1
lPythonleen,www.icourse163.org/home.htm?userId=5344393,2019/2/22,非常的棒 强烈推荐,7,5,1
SEU-研54班-九-184470-刘鹏,www.icourse163.org/home.htm?userId=1034230964,2019/2/22,66666,7,5,1
mooc1516941434163,www.icourse163.org/home.htm?userId=1135017861,2019/2/21,老师讲的很好，收获很大,7,5,1
马博士mooc,www.icourse163.org/home.htm?userId=1140838560,2019/2/20,老师讲的特别好！适合没有基础的同学，期待老师后续补充一些知识，如面向对象的py  很多有c或c  基础的同学都等着捏 ,7,5,1
2151500050,www.icourse163.org/home.htm?userId=9585805,2019/2/20,嵩老师的课很有意思，就是不知道为啥python123后期的编程题都没有了,7,5,1
姚mooc106,www.icourse163.org/home.htm?userId=1149076905,2019/2/16,感谢嵩老师及团队的辛苦付出！！！上学期间没机会接触慕课，这是我学习的第一门慕课，老师讲的很好，特别是课程的设计编排很好，就像老师讲的那样，很注重用户体验！对于Python我有种相见恨晚的感觉，感谢老师让我可以看到更大的Python世界！我会继续努力！也希望这门课在后续的版本中越来越完美！加油！,7,5,1
朱九凯,www.icourse163.org/home.htm?userId=6797547,2019/2/12,课程很不错场，讲的很详细，更好的是还有课后题可以加强锻炼,7,5,1
bjs19990923163com,www.icourse163.org/home.htm?userId=1019067636,2019/2/12,讲的很详细，适合Python入门！,7,5,1
电磁场1601吴子杰,www.icourse163.org/home.htm?userId=1024588512,2019/2/10,很好的一门课，简单易懂，丰富多样,7,5,1
Meng87S,www.icourse163.org/home.htm?userId=1014906057,2019/2/10,讲的比较走马观花。进入正题前的内容较多。,7,4,1
XD-SL03-18030100360,www.icourse163.org/home.htm?userId=1142595020,2019/2/7,内容详实，讲课幽默，收获颇丰！,7,5,1
Soulrich,www.icourse163.org/home.htm?userId=1142770349,2019/2/6,课程真的很棒，我受益匪浅，学到了很多知识，老师也超级好 ，辛苦了，谢谢！,7,5,1
自动化校交1802班周少杰HUST,www.icourse163.org/home.htm?userId=1148634554,2019/2/3,嵩老师讲得太好了！！必须给32个赞！！,7,5,1
sdufe_LIXY,www.icourse163.org/home.htm?userId=3316206,2019/1/24,北理工嵩天老师讲授的python语言程序设计课程，内容设计巧妙，讲述方式简单生动，章节安排合理，是不可多得的mooc课程，非常值得推荐,7,5,1
多汁牧草,www.icourse163.org/home.htm?userId=6968476,2019/1/23,11月左右学习的，那时候每天早上都要学python，嵩老师讲的很基础，比较容易听懂，但是如果想真正掌握这门程序设计语言，我还需要自己再多多下功夫学习和实践。这是我用MOOC拿到证书的第一门课程，非常感谢北理各位老师和同学的付出，你们做的很棒！,7,5,1
马志舜,www.icourse163.org/home.htm?userId=1148916829,2019/1/22,"深入浅出，课程安排合理，讲解详细，示例丰富有趣而且便于记忆理解。强烈推荐！！！
",7,5,1
矛盾mooc36,www.icourse163.org/home.htm?userId=1144101372,2019/1/9,"编程不重要
",7,5,1
lihencet,www.icourse163.org/home.htm?userId=1136775356,2019/1/8,适合初学者学习优质课程。,7,5,1
洛微Deputy,www.icourse163.org/home.htm?userId=1022585647,2019/1/8,真的是一个非常好的教程！,7,5,1
mooc75110414250620750,www.icourse163.org/home.htm?userId=1147684368,2019/1/7,"很好，值得学习。一学就爱上了
",7,5,1
mooc自学成才,www.icourse163.org/home.htm?userId=1035428371,2019/1/7,老师讲的真的超级好!,6,5,1
鄙人王建峰,www.icourse163.org/home.htm?userId=1020559849,2019/1/6,喜欢嵩天老师的讲课，越听越起劲，听了还想听！,7,5,1
小草莓吃大苹果,www.icourse163.org/home.htm?userId=1025811495,2019/1/1,有趣 有料 非常棒(๑•̀ㅂ•́)و✧,6,5,1
mooc41480340807880246,www.icourse163.org/home.htm?userId=1147276368,2018/12/30,"课程深入浅出，收获很大
",7,5,1
SueHeck,www.icourse163.org/home.htm?userId=1017610265,2018/12/21,"终于听完了这门可，结课了不知为啥有种很不舍的赶脚。。T_T
不得不说嵩老师讲的很好，由浅入深，通俗易懂，很推荐的Python入门课程。
1.首先，这堂课涵盖的知识很广，很全面地讲解了Python基础语法。
2.趣味性也很好。嵩老师讲话慢条斯理、温文尔雅，偶尔还有点小幽默，听着很舒服~^_^
3.参与度方便，课程设置了讨论区，可以看到老师是很积极的回答同学门的疑问，有北京理工大学的老师辅导，很赚呀。
4.课程的设计方面感觉很科学。由浅及深，前2周是对Pyth...",6,5,1
tssdhj,www.icourse163.org/home.htm?userId=1023489020,2018/12/18,良心课程，老师讲解细致，选例合理，强力推荐,7,5,1
三只小猪zz,www.icourse163.org/home.htm?userId=1148541599,2018/12/12,报名很晚，目前只听了两周的课，感觉非常好，老师的案例调动了我的学习兴趣，结合案例的讲课方式也让人很容易明白语法的运用，看得出来老师有很费心地准备这门课程的教学。python123这个平台非常棒，做练习特别方便。哈哈，想把这门课推荐给小伙伴们。我是本科非相关专业，研究生转专业念计算机的学生，有一点Java基础，听起来感觉还是比较轻松的，感觉自己能够坚持下来！,7,5,1
Iamyouranchor,www.icourse163.org/home.htm?userId=11206422,2018/12/10,这个老师的一句话让我产生强烈共鸣：工具决定思维  ,7,5,1
The Westlife Home.,www.icourse163.org/home.htm?userId=1020335372,2018/12/5,老师讲的特别详细,7,5,1
WYBww,www.icourse163.org/home.htm?userId=1149233203,2018/12/4,前面讲的很详细，但是到后面就觉得听起来就有点困难了，感觉后面讲的有点快，不够详细,7,5,1
Jaymond,www.icourse163.org/home.htm?userId=1147573812,2018/12/4,非常有用！ 提供了很系统高效地学习机会！,7,5,1
mooc67234472740311365,www.icourse163.org/home.htm?userId=1148848196,2018/12/2,嵩天老师给人的感觉好好，嵩天老师的课程不细，但是为我们搭好了架构，所以想学好，可以再找点别人的课程学学,7,5,1
JMU-201721121087-曾茂林,www.icourse163.org/home.htm?userId=1031377470,2018/12/2,老师讲的很细致，课程所涵盖的知识比较全面，能够很好地入门Python。这门课程听起来挺好理解，PPT呈现的内容简洁但又包含了需要讲的知识。让我映像最深的课程彩蛋，让我感觉到老师对这门课程的态度，准备的非常充分。,7,5,1
guilin2016,www.icourse163.org/home.htm?userId=1019150627,2018/11/29,课程内容组织地很好，适合初学者学习。PPT风格新颖，案例也很经典。介绍地比较全面。强力推荐。,7,5,1
Mr_Yu_,www.icourse163.org/home.htm?userId=1146769062,2018/11/27,老师讲的很仔细，非常适合大一新生学习！如果时间充裕，新人可以和我一样，每个课程都一次性看完，每个都看三天，坚持下去肯定有所收货。多学点课外知识以备不时之需吧！,7,5,1
趙一乐,www.icourse163.org/home.htm?userId=1144686201,2018/11/27,学习python前已经有了C语言的基础，学起来还是很简单的。老师讲的也很好。,7,5,1
mooc1482933946494,www.icourse163.org/home.htm?userId=1023253088,2018/11/26,这是一门非常棒的课程，嵩天老师也教得很好。不过每周只有5道编程练习题感觉有点太少了，要是能再加一些题就更好了,6,5,1
HelloAJuan,www.icourse163.org/home.htm?userId=1148932590,2018/11/26,老师讲的很细致，很有思想，就是自己学习的时候感觉还有有些知识点总有种似懂非懂，简单的代码看得懂，但是自己就是编写不出来，感觉是还没有编程思维，还需要勤加练习，多多实践。,6,5,1
结衣的夫,www.icourse163.org/home.htm?userId=11734982,2018/11/21,老师讲得很好，绿幕的形式惊艳到我了,7,5,1
8thousand,www.icourse163.org/home.htm?userId=8412746,2018/11/14,真的喜欢这课程，老师讲的好，完全听得懂。课件也是很用心，深入浅出，循序渐进。从老师每节课课前回顾上节课知识，听写复习代码，然后不断有规律的重复所学，就可以看出来老师的“心机”赞,7,5,1
亲爱的翔叔,www.icourse163.org/home.htm?userId=1139204249,2018/11/11,"非常棒的课程，对于小白也非常友好，合理的课程设计和有趣的应用实例非常易上手。老师的讲课不单单是说明编程的方法，更多的在传授程序设计的思维，这是我认为最有价值的地方
有些课程内容没覆盖到的知识点和问题也可以通过搜索引擎寻找答案，也希望老师能够推荐一些好的论坛或者网站供初学者学习",7,5,1
xzit20161505249,www.icourse163.org/home.htm?userId=1030223434,2018/11/11,非常棒，很系统，重基础！,7,5,1
先知NL,www.icourse163.org/home.htm?userId=1145943740,2018/11/5,非常感谢北理嵩老师课程团队奉献出这么好的计算机课程。互联网、人工智能飞速发展的当下，我们身为新一代的国家青年，理应涉入和助力其发展，为社会贡献价值。所以计算机课程学习是非常有必要的。同时它给了我们这种有志改变自己，但又起点不太高的学生开启“第二人生”的可能。只要坚持，你我都会改变命运，铸造属于自己的精彩人生！再次感谢嵩老师课程团队！！,7,5,1
七月陌li,www.icourse163.org/home.htm?userId=1148686847,2018/11/5,课程比较清晰，老师讲解很易懂，问题回复也很及时,7,5,1
gaofeng2006200819126com,www.icourse163.org/home.htm?userId=1140999976,2018/10/31,老师的授课逻辑清晰，课程由简入深，由点带面，感觉无论是否编程小白，都应该能理解，期待嵩老师推出更多更广的python课程。谢谢嵩老师及幕后人员的用心付出！！！,7,5,1
英雄的黎明ykt1511176439172,www.icourse163.org/home.htm?userId=1033672431,2018/10/30,在网上找了很多学习资料、视频，不是付费就是讲得思路不清晰。听了嵩老师的课感觉到了课程设计的很好，解答了自学的很多疑惑，深受启发。感谢老师们的精心付出，愿在这个课程的带领下入门计算机编程。,7,5,1
mooc1522064761595,www.icourse163.org/home.htm?userId=1138027860,2018/10/27,课程很不错，易懂，适合初学者学习，老师讲的也很好,7,4,1
樱花忍,www.icourse163.org/home.htm?userId=1145644811,2018/10/27,老师 的讲解非常细心，课程安非常排科学紧凑,7,5,1
郭晨旭_周二六Y,www.icourse163.org/home.htm?userId=1144503192,2018/10/22,觉得很适合python初学者,6,5,1
"非法昵称1147324576,请修改",www.icourse163.org/home.htm?userId=1147324576,2018/10/16,"
Python新手3群【881228581】群内有安装包和学习视频资料，零基础，进阶，实战免费的在线直播免费课程，希望可以帮助你快速了解Python，欢迎加入群获取永久免费听课权限
",7,5,1
我是薛洪丽,www.icourse163.org/home.htm?userId=1145698077,2018/10/13,嵩天老师的Python课讲得特别棒！讲得我来主动学习啦！谢谢老师，谢谢团队所有老师！,7,5,1
一只有梦想的狗,www.icourse163.org/home.htm?userId=1029601451,2018/10/12,对于零基础的我来说，部分内容有点难，但是多看几遍就会惊喜的发现，原来没那么难,7,5,1
杨勃兴,www.icourse163.org/home.htm?userId=1147117349,2018/10/9,课程前两章通过具体案例，老师逐行讲解代码，做配套的练习，由浅入深，我觉得这是非常好的入门课程。我一定要坚持学完课程。,7,5,1
陌夏兮花,www.icourse163.org/home.htm?userId=1026854622,2018/10/6,这个是我学习过的最干货的python了，之前有看过鱼c的视频，都很不错，谢谢嵩老师，老师辛苦了！！希望老师可以把知识传递给更多的人，也希望老师能够梳理出python的学习路径！,7,5,1
子越俊逸,www.icourse163.org/home.htm?userId=1135857991,2018/10/5,很清楚啊，老师太棒了，像我这种一点都没编程基础的竟然都能会一点点了，祝嵩天老师身体健康，年薪百万,7,5,1
mooc41186169252290380,www.icourse163.org/home.htm?userId=1147071431,2018/10/5,"Python新手3群【881228581】群内有安装包和学习视频资料，零基础，进阶，实战免费的在线直播免费课程，希望可以帮助你快速了解Python，欢迎加入群获取永久免费听课权限
",7,5,1
剑锋走起,www.icourse163.org/home.htm?userId=11413453,2018/10/3,老师授课浅显易懂，课后解答也很细心。,7,5,1
LDXY42张鹏飞2016451136,www.icourse163.org/home.htm?userId=1020574861,2018/10/3,易于接受和理解对于Python语言的学习,7,5,1
奥生多龙,www.icourse163.org/home.htm?userId=1146021878,2018/9/28,还是可以棒棒的！,7,5,1
mooc1535098955989,www.icourse163.org/home.htm?userId=1144322952,2018/9/28,老师讲的非常好，先讲基本概念再必须要了解的知识点，再讲函数，再到具体代码，一步一步扎扎实实学的牢固，理解也深刻，我之前有自己自学过，感觉比自学强太多了！！,7,5,1
老师辛苦啦,www.icourse163.org/home.htm?userId=1145938130,2018/9/27,深入浅出，很棒的课程！,7,5,1
SEU-本01-01118111-杜舰,www.icourse163.org/home.htm?userId=1143755833,2018/9/25,老师很优秀，讲解很详细,7,5,1
